compound,compound_class,mechanism_of_action,concentration_band,n_condition_dirs,n_active_condition_dirs,condition_dirs
Ketoconazole,"Mixed classes, no known link to seizures",Cytochrome P450 inhibitor,low,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 1 26 Feb 2018/25microM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 1 26 Feb 2018/25microM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 1 26 Feb 2018/25microM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 1 26 Feb 2018/25microM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/25microM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/25microM F2.2 run from zero | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/25microM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/25microM F2.4
Ketoconazole,"Mixed classes, no known link to seizures",Cytochrome P450 inhibitor,mid,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 1 26 Feb 2018/50microM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 1 26 Feb 2018/50microM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 1 26 Feb 2018/50microM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 1 26 Feb 2018/50microM f1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/50microM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/50microM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/50microM F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/50microM f2.1
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",control,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/Water F6 0-80% fine | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/water F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/water F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/water F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/Water F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/water F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/water F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/water F2.4
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",high,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/31microM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/31microM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/31microM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/31microM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/31microM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/31microM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/31microM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/31microM F2.4
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",low,7,7,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/7microM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/7microM F3 might be overexposed - check but heart ok | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/7microM F5 might be overexposed  - check but heart ok | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/7microM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/7microM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/7microM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/7microM F2.4
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",mid,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/15microM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/15microM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/15microM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/15microM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/15microM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/15microM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/15microM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/15microM F2.4
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",unknown,1,0,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/DONT USE
Meperidine,Opioid analgesics,μ-opioid R agonism,control,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 1 13 Aug 2018/Water F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 1 13 Aug 2018/Water F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 1 13 Aug 2018/Water F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 1 13 Aug 2018/Water F4 run from zero | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 2 17 Aug 2018/Water F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 2 17 Aug 2018/Water f2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 2 17 Aug 2018/water F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 2 17 Aug 2018/water f2.2
Meperidine,Opioid analgesics,μ-opioid R agonism,high,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 1 13 Aug 2018/250microM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 1 13 Aug 2018/250microM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 1 13 Aug 2018/250microM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 1 13 Aug 2018/250microM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 2 17 Aug 2018/250microM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 2 17 Aug 2018/250microM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 2 17 Aug 2018/250microM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 2 17 Aug 2018/250microM F2.4 drifted a bit might be ok
Meperidine,Opioid analgesics,μ-opioid R agonism,low,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 1 13 Aug 2018/62.5microM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 1 13 Aug 2018/62.5microM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 1 13 Aug 2018/62.5microM F4 run from zero | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 1 13 Aug 2018/62.5microM f1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 2 17 Aug 2018/62.5microM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 2 17 Aug 2018/62.5microM F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 2 17 Aug 2018/62.5microM f2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 2 17 Aug 2018/62.5microM f2.3
Meperidine,Opioid analgesics,μ-opioid R agonism,mid,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 1 13 Aug 2018/125microM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 1 13 Aug 2018/125microM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 1 13 Aug 2018/125microM F3 run from zero | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 1 13 Aug 2018/125microM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 2 17 Aug 2018/125microM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 2 17 Aug 2018/125microM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 2 17 Aug 2018/125microM F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 2 17 Aug 2018/125microM f2.1
Meperidine,Opioid analgesics,μ-opioid R agonism,unknown,1,0,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Meperidine (pethidine) Run 2 17 Aug 2018/DONT USE
Mizolastine,"Mixed classes, no known link to seizures",H1R antagonism,control,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 1 20 July 2017/Water F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 1 20 July 2017/Water F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 1 20 July 2017/Water f2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 1 20 July 2017/water F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 2 21 July 2017/Water F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 2 21 July 2017/Water F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 2 21 July 2017/Water F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 2 21 July 2017/water f2.2
Mizolastine,"Mixed classes, no known link to seizures",H1R antagonism,high,5,5,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 1 20 July 2017/0.25mM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 2 21 July 2017/100microM F2.1 second attempt | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 2 21 July 2017/100microM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 2 21 July 2017/100microM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 2 21 July 2017/100microM F2.4
Mizolastine,"Mixed classes, no known link to seizures",H1R antagonism,low,7,7,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 1 20 July 2017/0.25microM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 1 20 July 2017/0.25microM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 1 20 July 2017/0.25microM f4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 2 21 July 2017/25 microM F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 2 21 July 2017/25microM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 2 21 July 2017/25microM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 2 21 July 2017/25microM F2.3
Mizolastine,"Mixed classes, no known link to seizures",H1R antagonism,mid,12,12,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 1 20 July 2017/50microM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 1 20 July 2017/50microM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 1 20 July 2017/50microM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 1 20 July 2017/50microM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 1 20 July 2017/100microM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 1 20 July 2017/100microM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 1 20 July 2017/100microM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 1 20 July 2017/100microM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 2 21 July 2017/50microM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 2 21 July 2017/50microM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 2 21 July 2017/50microM F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 2 21 July 2017/50microM f2.5
Mizolastine,"Mixed classes, no known link to seizures",H1R antagonism,unknown,1,0,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Mizolastine Run 2 21 July 2017/DONT USE
Morphine,Opioid analgesics,μ-δ-opioidR activation,control,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 1 29 aug 2017/Water F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 1 29 aug 2017/Water F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 1 29 aug 2017/Water f4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 1 29 aug 2017/water f1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 2 1 spet 2017/WATER f2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 2 1 spet 2017/Water F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 2 1 spet 2017/Water F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 2 1 spet 2017/Water f2.3
Morphine,Opioid analgesics,μ-δ-opioidR activation,high,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 1 29 aug 2017/1mM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 1 29 aug 2017/1mM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 1 29 aug 2017/1mM f2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 1 29 aug 2017/1mM f4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 2 1 spet 2017/1mM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 2 1 spet 2017/1mM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 2 1 spet 2017/1mM F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 2 1 spet 2017/1mm F2.3
Morphine,Opioid analgesics,μ-δ-opioidR activation,low,9,9,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 1 29 aug 2017/0.25mM F1 overexposed around 60% | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 1 29 aug 2017/0.25mM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 1 29 aug 2017/0.25mM F5 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 1 29 aug 2017/0.25mM f2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 1 29 aug 2017/0.25mM f4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 2 1 spet 2017/0.25mM F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 2 1 spet 2017/0.25mM f2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 2 1 spet 2017/0.25mM f2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 2 1 spet 2017/0.25mM f2.3
Morphine,Opioid analgesics,μ-δ-opioidR activation,mid,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 1 29 aug 2017/0.5mM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 1 29 aug 2017/0.5mM f2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 1 29 aug 2017/0.5mM f4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 1 29 aug 2017/0.5mm f1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 2 1 spet 2017/0.5mM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 2 1 spet 2017/0.5mM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 2 1 spet 2017/0.5mM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Morphine run 2 1 spet 2017/0.5mM F2.4
Muscarine,Muscarinic agonists,mAChR agonism (non selective),control,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Muscarine Run 1 13 April 2018/Water F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Muscarine Run 1 13 April 2018/Water F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Muscarine Run 1 13 April 2018/Water F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Muscarine Run 1 13 April 2018/water F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Muscarine Run 2 16 April 2018/Water F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Muscarine Run 2 16 April 2018/Water F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Muscarine Run 2 16 April 2018/Water F2.5 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Muscarine Run 2 16 April 2018/Water f2.1 funny angle
